,Energy Type,HRM Building ID,billTimeFrame,End Date,Cost,Consumption,Consumption(kWh),Emission_consumption,Emission_CO2,Emission_SOx,Emission_PM,Emission_NOx,Emission_VOC,Emission_CO,Emission_NH3,GHG&CAC,Season
7184,Electricity,BL973,32,7/14/2020,942.06,5200,5200,5.2,1040,4.85316,0.31408,2.28436,0.0182,0.33332,0.0026,1047.80312,Summer
7185,Electricity,BL688,31,7/31/2020,35625.57,261522,261522,261.522,52304.4,244.0784826,15.7959288,114.8866146,0.915327,16.7635602,0.130761,52696.83991,Summer
7186,Electricity,BL710,32,7/14/2020,2799.81,19800,19800,19.8,3960,18.47934,1.19592,8.69814,0.0693,1.26918,0.0099,3989.71188,Summer
7187,Electricity,BL945,34,7/30/2020,34263.27,262800,262800,262.8,52560,245.27124,15.87312,115.44804,0.9198,16.84548,0.1314,52954.35768,Summer
7188,Electricity,BL907,33,7/29/2020,4814.6,29340,29340,29.34,5868,27.383022,1.772136,12.889062,0.10269,1.880694,0.01467,5912.027604,Summer
7189,Electricity,BL687,32,7/13/2020,637.58,2960,2960,2.96,592,2.762568,0.178784,1.300328,0.01036,0.189736,0.00148,596.441776,Summer
7190,Electricity,BL100,63,7/28/2020,1581.3,8700,8700,8.7,1740,8.11971,0.52548,3.82191,0.03045,0.55767,0.00435,1753.05522,Summer
7191,Electricity,BL124,34,7/23/2020,1639.84,9840,9840,9.84,1968,9.183672,0.594336,4.322712,0.03444,0.630744,0.00492,1982.765904,Summer
7192,Electricity,BL744,30,7/29/2020,2530.39,16400,16400,16.4,3280,15.30612,0.99056,7.20452,0.0574,1.05124,0.0082,3304.60984,Summer
7193,Electricity,BL975,32,7/31/2020,1223.21,6780,6780,6.78,1356,6.327774,0.409512,2.978454,0.02373,0.434598,0.00339,1366.174068,Summer
7194,Electricity,BL103507,33,7/15/2020,567.5,3760,3760,3.76,752,3.509208,0.227104,1.651768,0.01316,0.241016,0.00188,757.642256,Summer
7195,Electricity,BL275,38,7/20/2020,480.41,3280,3280,3.28,656,3.061224,0.198112,1.440904,0.01148,0.210248,0.00164,660.921968,Summer
7196,Electricity,BL103507,33,7/15/2020,997.13,3600,3600,3.6,720,3.35988,0.21744,1.58148,0.0126,0.23076,0.0018,725.40216,Summer
7197,Electricity,BL614,31,7/31/2020,40693.07,232248,232248,232.248,46449.6,216.7570584,14.0277792,102.0265464,0.812868,14.8870968,0.116124,46798.11135,Summer
7198,Electricity,BL219,35,8/4/2020,35595.63,250200,250200,250.2,50040,233.51166,15.11208,109.91286,0.8757,16.03782,0.1251,50415.45012,Summer
7199,Electricity,BL686,28,7/15/2020,3026.27,18425,18425,18.425,3685,17.1960525,1.11287,8.0941025,0.0644875,1.1810425,0.0092125,3712.648555,Summer
7200,Electricity,BL828,36,8/4/2020,29321.85,199800,199800,199.8,39960,186.47334,12.06792,87.77214,0.6993,12.80718,0.0999,40259.81988,Summer
7201,Electricity,BL530,30,7/30/2020,1366.86,8320,8320,8.32,1664,7.765056,0.502528,3.654976,0.02912,0.533312,0.00416,1676.484992,Summer
7202,Electricity,BL735,34,7/30/2020,465.13,2243,2243,2.243,448.6,2.0933919,0.1354772,0.9853499,0.0078505,0.1437763,0.0011215,451.9658458,Summer
7203,Electricity,BL280,34,7/27/2020,951.03,4710,4710,4.71,942,4.395843,0.284484,2.069103,0.016485,0.301911,0.002355,949.067826,Summer
7204,Electricity,BL106,33,7/29/2020,571.25,3000,3000,3,600,2.7999,0.1812,1.3179,0.0105,0.1923,0.0015,604.5018,Summer
7205,Electricity,BL55,33,7/29/2020,749.7,3720,3720,3.72,744,3.471876,0.224688,1.634196,0.01302,0.238452,0.00186,749.582232,Summer
7206,Electricity,BL406,31,7/31/2020,7498.78,46544,46544,46.544,9308.8,43.4395152,2.8112576,20.4467792,0.162904,2.9834704,0.023272,9378.643926,Summer
7207,Electricity,BL406,33,7/22/2020,30.08,160,160,0.16,32,0.149328,0.009664,0.070288,0.00056,0.010256,8.00E-05,32.240096,Summer
7208,Electricity,BL589,34,7/30/2020,292.72,1616,1616,1.616,323.2,1.5082128,0.0976064,0.7099088,0.005656,0.1035856,0.000808,325.6249696,Summer
7209,Electricity,BL243,35,8/13/2020,5733.61,40080,40080,40.08,8016,37.406664,2.420832,17.607144,0.14028,2.569128,0.02004,8076.144048,Summer
7210,Electricity,BL243,35,8/13/2020,1111.61,6725,6725,6.725,1345,6.2764425,0.40619,2.9542925,0.0235375,0.4310725,0.0033625,1355.091535,Summer
7211,Electricity,BL88426,29,8/11/2020,27625.08,177600,177600,177.6,35520,165.75408,10.72704,78.01968,0.6216,11.38416,0.0888,35786.50656,Summer
7212,Electricity,BL466,32,8/7/2020,21845.62,152640,152640,152.64,30528,142.458912,9.219456,67.054752,0.53424,9.784224,0.07632,30757.05158,Summer
7213,Electricity,BL266,32,8/7/2020,3923.25,23360,23360,23.36,4672,21.801888,1.410944,10.262048,0.08176,1.497376,0.01168,4707.054016,Summer
7214,Electricity,BL272,33,8/4/2020,6077.31,30720,30720,30.72,6144,28.670976,1.855488,13.495296,0.10752,1.969152,0.01536,6190.098432,Summer
7215,Electricity,BL820,28,8/11/2020,4231.6,19320,19320,19.32,3864,18.031356,1.166928,8.487276,0.06762,1.238412,0.00966,3892.991592,Summer
7216,Electricity,BL838,30,8/7/2020,18193.75,123600,123600,123.6,24720,115.35588,7.46544,54.29748,0.4326,7.92276,0.0618,24905.47416,Summer
7217,Electricity,BL838,30,8/7/2020,2863.25,19200,19200,19.2,3840,17.91936,1.15968,8.43456,0.0672,1.23072,0.0096,3868.81152,Summer
7218,Electricity,BL296,32,8/10/2020,2035.89,12720,12720,12.72,2544,11.871576,0.768288,5.587896,0.04452,0.815352,0.00636,2563.087632,Summer
7219,Electricity,BL414,35,8/18/2020,1240.48,7800,7800,7.8,1560,7.27974,0.47112,3.42654,0.0273,0.49998,0.0039,1571.70468,Summer
7220,Electricity,BL414,22,7/14/2020,406.38,1800,1800,1.8,360,1.67994,0.10872,0.79074,0.0063,0.11538,0.0009,362.70108,Summer
7221,Electricity,BL38,30,8/12/2020,2573.15,15600,15600,15.6,3120,14.55948,0.94224,6.85308,0.0546,0.99996,0.0078,3143.40936,Summer
7222,Electricity,BL567,35,8/17/2020,2614.54,18180,18180,18.18,3636,16.967394,1.098072,7.986474,0.06363,1.165338,0.00909,3663.280908,Summer
7223,Electricity,BL126,32,8/7/2020,2301.23,14640,14640,14.64,2928,13.663512,0.884256,6.431352,0.05124,0.938424,0.00732,2949.968784,Summer
7224,Electricity,BL616,34,8/17/2020,2306.41,15600,15600,15.6,3120,14.55948,0.94224,6.85308,0.0546,0.99996,0.0078,3143.40936,Summer
7225,Electricity,BL597,31,8/14/2020,1461,8320,8320,8.32,1664,7.765056,0.502528,3.654976,0.02912,0.533312,0.00416,1676.484992,Summer
7226,Electricity,BL245,28,8/17/2020,942.71,4960,4960,4.96,992,4.629168,0.299584,2.178928,0.01736,0.317936,0.00248,999.442976,Summer
7227,Electricity,BL814,30,8/7/2020,4597.52,23280,23280,23.28,4656,21.727224,1.406112,10.226904,0.08148,1.492248,0.01164,4690.933968,Summer
7228,Electricity,BL316,36,8/5/2020,3422.99,21520,21520,21.52,4304,20.084616,1.299808,9.453736,0.07532,1.379432,0.01076,4336.292912,Summer
7229,Electricity,BL394,31,8/13/2020,2887.13,18900,18900,18.9,3780,17.63937,1.14156,8.30277,0.06615,1.21149,0.00945,3808.36134,Summer
7230,Electricity,BL814,30,8/7/2020,404.67,2300,2300,2.3,460,2.14659,0.13892,1.01039,0.00805,0.14743,0.00115,463.45138,Summer
7231,Electricity,BL973,31,8/14/2020,766.87,4720,4720,4.72,944,4.405176,0.285088,2.073496,0.01652,0.302552,0.00236,951.082832,Summer
7232,Electricity,BL710,34,8/17/2020,2795.21,20040,20040,20.04,4008,18.703332,1.210416,8.803572,0.07014,1.284564,0.01002,4038.072024,Summer
7233,Electricity,BL88657,34,8/5/2020,1438.06,9975,9975,9.975,1995,9.3096675,0.60249,4.3820175,0.0349125,0.6393975,0.0049875,2009.968485,Summer
7234,Electricity,BL687,31,8/13/2020,677.14,3360,3360,3.36,672,3.135888,0.202944,1.476048,0.01176,0.215376,0.00168,677.042016,Summer
7235,Electricity,BL395,30,8/14/2020,6404.8,44880,44880,44.88,8976,41.886504,2.710752,19.715784,0.15708,2.876808,0.02244,9043.346928,Summer
7236,Electricity,BL917,34,8/5/2020,45906.28,331200,331200,331.2,66240,309.10896,20.00448,145.49616,1.1592,21.22992,0.1656,66736.99872,Summer
7237,Electricity,BL275,28,8/17/2020,585.07,4000,4000,4,800,3.7332,0.2416,1.7572,0.014,0.2564,0.002,806.0024,Summer
7238,Electricity,BL341,37,8/5/2020,787.88,4980,4980,4.98,996,4.647834,0.300792,2.187714,0.01743,0.319218,0.00249,1003.472988,Summer
7239,Electricity,BL103507,34,8/18/2020,666.64,4320,4320,4.32,864,4.031856,0.260928,1.897776,0.01512,0.276912,0.00216,870.482592,Summer
7240,Electricity,BL103507,33,8/17/2020,1251.24,5400,5400,5.4,1080,5.03982,0.32616,2.37222,0.0189,0.34614,0.0027,1088.10324,Summer
7241,Electricity,BL86797,66,8/6/2020,676.67,3998,3998,3.998,799.6,3.7313334,0.2414792,1.7563214,0.013993,0.2562718,0.001999,805.5993988,Summer
7242,Electricity,BL488,33,8/5/2020,1855.28,11600,11600,11.6,2320,10.82628,0.70064,5.09588,0.0406,0.74356,0.0058,2337.40696,Summer
7243,Electricity,BL89,34,8/13/2020,36145.48,249600,249600,249.6,49920,232.95168,15.07584,109.64928,0.8736,15.99936,0.1248,50294.54976,Summer
7244,Electricity,BL686,35,8/19/2020,3596.13,23800,23800,23.8,4760,22.21254,1.43752,10.45534,0.0833,1.52558,0.0119,4795.71428,Summer
7245,Electricity,BL172,53,8/14/2020,2908.12,16000,16000,16,3200,14.9328,0.9664,7.0288,0.056,1.0256,0.008,3224.0096,Summer
7246,Electricity,BL228,32,8/11/2020,4155.61,28980,28980,28.98,5796,27.047034,1.750392,12.730914,0.10143,1.857618,0.01449,5839.487388,Summer
7247,Electricity,BL279,33,8/11/2020,3021.22,19760,19760,19.76,3952,18.442008,1.193504,8.680568,0.06916,1.266616,0.00988,3981.651856,Summer
7248,Electricity,BL718,33,8/12/2020,1326.34,8080,8080,8.08,1616,7.541064,0.488032,3.549544,0.02828,0.517928,0.00404,1628.124848,Summer
7249,Electricity,BL804,33,8/12/2020,1537.85,9840,9840,9.84,1968,9.183672,0.594336,4.322712,0.03444,0.630744,0.00492,1982.765904,Summer
7250,Electricity,BL220,35,8/13/2020,2005.55,13280,13280,13.28,2656,12.394224,0.802112,5.833904,0.04648,0.851248,0.00664,2675.927968,Summer
7251,Electricity,BL757,31,8/6/2020,974.18,5700,5700,5.7,1140,5.31981,0.34428,2.50401,0.01995,0.36537,0.00285,1148.55342,Summer
7252,Electricity,BL663,34,8/6/2020,1419.16,8200,8200,8.2,1640,7.65306,0.49528,3.60226,0.0287,0.52562,0.0041,1652.30492,Summer
7253,Electricity,BL761,34,8/5/2020,974.1,6268,6268,6.268,1253.6,5.8499244,0.3785872,2.7535324,0.021938,0.4017788,0.003134,1263.005761,Summer
7254,Electricity,BL517,64,8/5/2020,345.52,1901,1901,1.901,380.2,1.7742033,0.1148204,0.8351093,0.0066535,0.1218541,0.0009505,383.0526406,Summer
7255,Electricity,BL138092,31,7/17/2020,26152.55,126720,126720,126.72,25344,118.267776,7.653888,55.668096,0.44352,8.122752,0.06336,25534.15603,Summer
7256,Electricity,BL263,29,8/7/2020,796.06,4225,4225,4.225,845,3.9431925,0.25519,1.8560425,0.0147875,0.2708225,0.0021125,851.340035,Summer
7257,Electricity,BL263,34,7/9/2020,798.4,4475,4475,4.475,895,4.1765175,0.27029,1.9658675,0.0156625,0.2868475,0.0022375,901.715185,Summer
7258,Electricity,BL263,31,6/5/2020,680.78,3850,3850,3.85,770,3.593205,0.23254,1.691305,0.013475,0.246785,0.001925,775.77731,Summer
7259,Electricity,BL263,61,5/5/2020,686.61,3350,3350,3.35,670,3.126555,0.20234,1.471655,0.011725,0.214735,0.001675,675.02701,Spring
7260,Electricity,BL500,34,7/30/2020,1011.52,6080,6080,6.08,1216,5.674464,0.367232,2.670944,0.02128,0.389728,0.00304,1225.123648,Summer
7261,Electricity,BL500,29,6/26/2020,772.55,4320,4320,4.32,864,4.031856,0.260928,1.897776,0.01512,0.276912,0.00216,870.482592,Summer
7262,Electricity,BL500,29,5/28/2020,843.15,4680,4680,4.68,936,4.367844,0.282672,2.055924,0.01638,0.299988,0.00234,943.022808,Spring
7263,Electricity,BL500,27,4/29/2020,1005.6,4840,4840,4.84,968,4.517172,0.292336,2.126212,0.01694,0.310244,0.00242,975.262904,Spring
7264,Electricity,BL501,33,8/10/2020,1086.82,6675,6675,6.675,1335,6.2297775,0.40317,2.9323275,0.0233625,0.4278675,0.0033375,1345.016505,Summer
7265,Electricity,BL501,30,7/8/2020,876.89,5025,5025,5.025,1005,4.6898325,0.30351,2.2074825,0.0175875,0.3221025,0.0025125,1012.540515,Summer
7266,Electricity,BL501,32,6/8/2020,1530.71,7525,7525,7.525,1505,7.0230825,0.45451,3.3057325,0.0263375,0.4823525,0.0037625,1516.292015,Summer
7267,Electricity,BL501,59,5/7/2020,877.77,2900,2900,2.9,580,2.70657,0.17516,1.27397,0.01015,0.18589,0.00145,584.35174,Spring
7268,Electricity,BL501,31,8/13/2020,3877.2,26820,26820,26.82,5364,25.031106,1.619928,11.782026,0.09387,1.719162,0.01341,5404.246092,Summer
7269,Electricity,BL501,34,7/13/2020,4859.62,31140,31140,31.14,6228,29.062962,1.880856,13.679802,0.10899,1.996074,0.01557,6274.728684,Summer
7270,Electricity,BL501,28,6/9/2020,4818.97,17820,17820,17.82,3564,16.631406,1.076328,7.828326,0.06237,1.142262,0.00891,3590.740692,Summer
7271,Electricity,BL501,64,5/12/2020,6373.36,39420,39420,39.42,7884,36.790686,2.380968,17.317206,0.13797,2.526822,0.01971,7943.153652,Spring
7272,Electricity,BL23,31,7/31/2020,1273.58,8480,8480,8.48,1696,7.914384,0.512192,3.725264,0.02968,0.543568,0.00424,1708.725088,Summer
7273,Electricity,BL23,32,6/30/2020,1242.2,8480,8480,8.48,1696,7.914384,0.512192,3.725264,0.02968,0.543568,0.00424,1708.725088,Summer
7274,Electricity,BL23,31,5/29/2020,1174.25,7520,7520,7.52,1504,7.018416,0.454208,3.303536,0.02632,0.482032,0.00376,1515.284512,Spring
7275,Electricity,BL23,25,4/28/2020,961.47,4800,4800,4.8,960,4.47984,0.28992,2.10864,0.0168,0.30768,0.0024,967.20288,Spring
7276,Electricity,BL23,35,4/3/2020,1724.94,12160,12160,12.16,2432,11.348928,0.734464,5.341888,0.04256,0.779456,0.00608,2450.247296,Spring
7277,Electricity,BL23,31,7/31/2020,2267.86,15360,15360,15.36,3072,14.335488,0.927744,6.747648,0.05376,0.984576,0.00768,3095.049216,Summer
7278,Electricity,BL23,32,6/30/2020,2393.61,15040,15040,15.04,3008,14.036832,0.908416,6.607072,0.05264,0.964064,0.00752,3030.569024,Summer
7279,Electricity,BL23,31,5/29/2020,3017.8,18400,18400,18.4,3680,17.17272,1.11136,8.08312,0.0644,1.17944,0.0092,3707.61104,Spring
7280,Electricity,BL23,25,4/28/2020,2008.3,10880,10880,10.88,2176,10.154304,0.657152,4.779584,0.03808,0.697408,0.00544,2192.326528,Spring
7281,Electricity,BL23,35,4/3/2020,4315.07,28000,28000,28,5600,26.1324,1.6912,12.3004,0.098,1.7948,0.014,5642.0168,Spring
7282,Electricity,BL459,32,8/25/2020,2667.89,16800,16800,16.8,3360,15.67944,1.01472,7.38024,0.0588,1.07688,0.0084,3385.21008,Summer
7283,Electricity,BL459,29,8/21/2020,112.16,646,646,0.646,129.2,0.6029118,0.0390184,0.2837878,0.002261,0.0414086,0.000323,130.1693876,Summer
7284,Electricity,BL138092,32,8/18/2020,41076.39,260160,260160,260.16,52032,242.807328,15.713664,114.288288,0.91056,16.676256,0.13008,52422.3961,Summer
7285,Electricity,BL124,32,8/24/2020,1530.03,9480,9480,9.48,1896,8.847684,0.572592,4.164564,0.03318,0.607668,0.00474,1910.225688,Summer
7286,Electricity,BL918,32,8/4/2020,18575.29,108900,108900,108.9,21780,101.63637,6.57756,47.83977,0.38115,6.98049,0.05445,21943.41534,Summer
7287,Electricity,BL406,33,8/24/2020,32.15,171,171,0.171,34.2,0.1595943,0.0103284,0.0751203,0.0005985,0.0109611,8.55E-05,34.4566026,Summer
7288,Electricity,BL448,29,8/28/2020,4423.29,30240,30240,30.24,6048,28.222992,1.826496,13.284432,0.10584,1.938384,0.01512,6093.378144,Summer
7289,Electricity,BL448,29,8/28/2020,27590.96,180000,180000,180,36000,167.994,10.872,79.074,0.63,11.538,0.09,36270.108,Summer
7290,Electricity,BL773,29,8/28/2020,2783.31,18560,18560,18.56,3712,17.322048,1.121024,8.153408,0.06496,1.189696,0.00928,3739.851136,Summer
7291,Electricity,BL834,31,8/31/2020,30378.55,220003,220003,220.003,44000.6,205.3287999,13.2881812,96.6473179,0.7700105,14.1021923,0.1100015,44330.7365,Summer
7292,Electricity,BL945,28,8/27/2020,28544.64,210600,210600,210.6,42120,196.55298,12.72024,92.51658,0.7371,13.49946,0.1053,42436.02636,Summer
7293,Electricity,BL907,29,8/27/2020,4828.36,28620,28620,28.62,5724,26.711046,1.728648,12.572766,0.10017,1.834542,0.01431,5766.947172,Summer
7294,Electricity,BL744,30,8/28/2020,2618.86,16800,16800,16.8,3360,15.67944,1.01472,7.38024,0.0588,1.07688,0.0084,3385.21008,Summer
7295,Electricity,BL614,31,8/31/2020,41743.19,251724,251724,251.724,50344.8,234.9340092,15.2041296,110.5823532,0.881034,16.1355084,0.125862,50722.53703,Summer
7296,Electricity,BL219,24,8/28/2020,32374.85,216000,216000,216,43200,201.5928,13.0464,94.8888,0.756,13.8456,0.108,43524.1296,Summer
7297,Electricity,BL828,24,8/28/2020,23103.35,142200,142200,142.2,28440,132.71526,8.58888,62.46846,0.4977,9.11502,0.0711,28653.38532,Summer
7298,Electricity,BL530,29,8/28/2020,1379.05,8400,8400,8.4,1680,7.83972,0.50736,3.69012,0.0294,0.53844,0.0042,1692.60504,Summer
7299,Electricity,BL735,28,8/27/2020,328.3,1556,1556,1.556,311.2,1.4522148,0.0939824,0.6835508,0.005446,0.0997396,0.000778,313.5349336,Summer
7300,Electricity,BL500,28,8/27/2020,946.16,5600,5600,5.6,1120,5.22648,0.33824,2.46008,0.0196,0.35896,0.0028,1128.40336,Summer
7301,Electricity,BL106,30,8/28/2020,320.54,2340,2340,2.34,468,2.183922,0.141336,1.027962,0.00819,0.149994,0.00117,471.511404,Summer
7302,Electricity,BL55,30,8/28/2020,1052.27,6000,6000,6,1200,5.5998,0.3624,2.6358,0.021,0.3846,0.003,1209.0036,Summer
7303,Electricity,BL23,33,9/2/2020,2456.93,16960,16960,16.96,3392,15.828768,1.024384,7.450528,0.05936,1.087136,0.00848,3417.450176,Fall
7304,Electricity,BL756,31,8/31/2020,3612.06,23916,23916,23.916,4783.2,22.3208028,1.4445264,10.5062988,0.083706,1.5330156,0.011958,4819.08835,Summer
7305,Electricity,BL409,29,8/28/2020,7917.43,48960,48960,48.96,9792,45.694368,2.957184,21.508128,0.17136,3.138336,0.02448,9865.469376,Summer
7306,Electricity,BL296,31,8/31/2020,4501.5,40973,40973,40.973,8194.6,38.2401009,2.4747692,17.9994389,0.1434055,2.6263693,0.0204865,8256.084084,Summer
7307,Electricity,BL78630,24,8/28/2020,83.57,475,475,0.475,95,0.4433175,0.02869,0.2086675,0.0016625,0.0304475,0.0002375,95.712785,Summer
7308,Electricity,BL688,31,8/31/2020,36163.07,266262,266262,266.262,53252.4,248.5023246,16.0822248,116.9688966,0.931917,17.0673942,0.133131,53651.95276,Summer
7309,Electricity,BL918,29,9/2/2020,55245.6,381600,381600,381.6,76320,356.14728,23.04864,167.63688,1.3356,24.46056,0.1908,76892.62896,Fall
7310,Electricity,BL975,28,8/28/2020,1158.52,6060,6060,6.06,1212,5.655798,0.366024,2.662158,0.02121,0.388446,0.00303,1221.093636,Summer
7311,Electricity,BL280,30,8/26/2020,738.74,4050,4050,4.05,810,3.779865,0.24462,1.779165,0.014175,0.259605,0.002025,816.07743,Summer
7312,Electricity,BL406,31,8/31/2020,8153.14,50404,50404,50.404,10080.8,47.0420532,3.0444016,22.1424772,0.176414,3.2308964,0.025202,10156.43624,Summer
7313,Electricity,BL23,28,8/28/2020,1225.88,8000,8000,8,1600,7.4664,0.4832,3.5144,0.028,0.5128,0.004,1612.0048,Summer
7314,Electricity,BL589,28,8/27/2020,223.23,1034,1034,1.034,206.8,0.9650322,0.0624536,0.4542362,0.003619,0.0662794,0.000517,208.3516204,Summer
7315,Electricity,BL272,29,9/2/2020,5445.65,25440,25440,25.44,5088,23.743152,1.536576,11.175792,0.08904,1.630704,0.01272,5126.175264,Fall
7316,Electricity,BL838,33,9/9/2020,17989.98,128000,128000,128,25600,119.4624,7.7312,56.2304,0.448,8.2048,0.064,25792.0768,Fall
7317,Electricity,BL814,32,9/8/2020,456.41,2800,2800,2.8,560,2.61324,0.16912,1.23004,0.0098,0.17948,0.0014,564.20168,Fall
7318,Electricity,BL814,32,9/8/2020,5729.16,37440,37440,37.44,7488,34.942752,2.261376,16.447392,0.13104,2.399904,0.01872,7544.182464,Fall
7319,Electricity,BL316,28,9/2/2020,3398.16,21280,21280,21.28,4256,19.860624,1.285312,9.348304,0.07448,1.364048,0.01064,4287.932768,Fall
7320,Electricity,BL466,27,9/3/2020,19007.56,126480,126480,126.48,25296,118.043784,7.639392,55.562664,0.44268,8.107368,0.06324,25485.79589,Fall
7321,Electricity,BL266,27,9/3/2020,3321.14,18640,18640,18.64,3728,17.396712,1.125856,8.188552,0.06524,1.194824,0.00932,3755.971184,Fall
7322,Electricity,BL838,33,9/9/2020,3156,22200,22200,22.2,4440,20.71926,1.34088,9.75246,0.0777,1.42302,0.0111,4473.31332,Fall
7323,Electricity,BL126,27,9/3/2020,2119.26,12540,12540,12.54,2508,11.703582,0.757416,5.508822,0.04389,0.803814,0.00627,2526.817524,Fall
7324,Electricity,BL88657,29,9/3/2020,1298.12,8850,8850,8.85,1770,8.259705,0.53454,3.887805,0.030975,0.567285,0.004425,1783.28031,Fall
7325,Electricity,BL341,24,8/29/2020,818.8,5203,5203,5.203,1040.6,4.8559599,0.3142612,2.2856779,0.0182105,0.3335123,0.0026015,1048.407622,Summer
7326,Electricity,BL917,29,9/3/2020,43183.64,310800,310800,310.8,62160,290.06964,18.77232,136.53444,1.0878,19.92228,0.1554,62626.38648,Fall
7327,Electricity,BL488,24,8/29/2020,1484.97,8400,8400,8.4,1680,7.83972,0.50736,3.69012,0.0294,0.53844,0.0042,1692.60504,Summer
7328,Electricity,BL757,28,9/3/2020,837.2,4850,4850,4.85,970,4.526505,0.29294,2.130605,0.016975,0.310885,0.002425,977.27791,Fall
7329,Electricity,BL761,28,9/2/2020,739.42,4796,4796,4.796,959.2,4.4761068,0.2896784,2.1068828,0.016786,0.3074236,0.002398,966.3968776,Fall
7330,Electricity,BL663,27,9/2/2020,1139.74,6125,6125,6.125,1225,5.7164625,0.36995,2.6907125,0.0214375,0.3926125,0.0030625,1234.191175,Fall
7331,Electricity,BL263,28,9/4/2020,702.97,3875,3875,3.875,775,3.6165375,0.23405,1.7022875,0.0135625,0.2483875,0.0019375,780.814825,Fall
7332,Electricity,BL243,27,9/9/2020,4833.19,30240,30240,30.24,6048,28.222992,1.826496,13.284432,0.10584,1.938384,0.01512,6093.378144,Fall
7333,Electricity,BL243,27,9/9/2020,1005.56,5700,5700,5.7,1140,5.31981,0.34428,2.50401,0.01995,0.36537,0.00285,1148.55342,Fall
7334,Electricity,BL88426,30,9/10/2020,25243.19,168000,168000,168,33600,156.7944,10.1472,73.8024,0.588,10.7688,0.084,33852.1008,Fall
7335,Electricity,BL820,28,9/8/2020,3740.89,17520,17520,17.52,3504,16.351416,1.058208,7.696536,0.06132,1.123032,0.00876,3530.290512,Fall
7336,Electricity,BL296,30,9/9/2020,2844.23,20400,20400,20.4,4080,19.03932,1.23216,8.96172,0.0714,1.30764,0.0102,4110.61224,Fall
7337,Electricity,BL38,33,9/14/2020,2069.03,12320,12320,12.32,2464,11.498256,0.744128,5.412176,0.04312,0.789712,0.00616,2482.487392,Fall
7338,Electricity,BL597,33,9/16/2020,1318.07,7640,7640,7.64,1528,7.130412,0.461456,3.356252,0.02674,0.489724,0.00382,1539.464584,Fall
7339,Electricity,BL567,25,9/11/2020,1630.39,9180,9180,9.18,1836,8.567694,0.554472,4.032774,0.03213,0.588438,0.00459,1849.775508,Fall
7340,Electricity,BL616,28,9/14/2020,1934.39,12175,12175,12.175,2435,11.3629275,0.73537,5.3484775,0.0426125,0.7804175,0.0060875,2453.269805,Fall
7341,Electricity,BL394,29,9/11/2020,2884.18,19080,19080,19.08,3816,17.807364,1.152432,8.381844,0.06678,1.223028,0.00954,3844.631448,Fall
7342,Electricity,BL710,29,9/15/2020,2269.11,16320,16320,16.32,3264,15.231456,0.985728,7.169376,0.05712,1.046112,0.00816,3288.489792,Fall
7343,Electricity,BL450,58,9/9/2020,738.84,4065,4065,4.065,813,3.7938645,0.245526,1.7857545,0.0142275,0.2605665,0.0020325,819.099939,Fall
7344,Electricity,BL395,26,9/9/2020,5091.35,31920,31920,31.92,6384,29.790936,1.927968,14.022456,0.11172,2.046072,0.01596,6431.899152,Fall
7345,Electricity,BL275,30,9/16/2020,175.63,1160,1160,1.16,232,1.082628,0.070064,0.509588,0.00406,0.074356,0.00058,233.740696,Fall
7346,Electricity,BL103507,29,9/16/2020,580.81,3680,3680,3.68,736,3.434544,0.222272,1.616624,0.01288,0.235888,0.00184,741.522208,Fall
7347,Electricity,BL103507,30,9/16/2020,1272.96,5400,5400,5.4,1080,5.03982,0.32616,2.37222,0.0189,0.34614,0.0027,1088.10324,Fall
7348,Electricity,BL172,28,9/11/2020,2181.09,12000,12000,12,2400,11.1996,0.7248,5.2716,0.042,0.7692,0.006,2418.0072,Fall
7349,Electricity,BL228,29,9/9/2020,3724.29,25380,25380,25.38,5076,23.687154,1.532952,11.149434,0.08883,1.626858,0.01269,5114.085228,Fall
7350,Electricity,BL718,28,9/9/2020,1236.15,7360,7360,7.36,1472,6.869088,0.444544,3.233248,0.02576,0.471776,0.00368,1483.044416,Fall
7351,Electricity,BL220,28,9/10/2020,1492.37,8320,8320,8.32,1664,7.765056,0.502528,3.654976,0.02912,0.533312,0.00416,1676.484992,Fall
7352,Electricity,BL265,63,9/10/2020,2521.88,13875,13875,13.875,2775,12.9495375,0.83805,6.0952875,0.0485625,0.8893875,0.0069375,2795.820825,Fall
7353,Electricity,BL501,29,9/8/2020,977.67,6075,6075,6.075,1215,5.6697975,0.36693,2.6687475,0.0212625,0.3894075,0.0030375,1224.116145,Fall
7354,Electricity,BL18,211,9/16/2020,10825.16,72400,72400,72.4,14480,67.57092,4.37296,31.80532,0.2534,4.64084,0.0362,14588.64344,Fall
7355,Electricity,BL414,27,9/14/2020,39.87,120,120,0.12,24,0.111996,0.007248,0.052716,0.00042,0.007692,6.00E-05,24.180072,Fall
7356,Electricity,BL245,31,9/17/2020,1124.42,5920,5920,5.92,1184,5.525136,0.357568,2.600656,0.02072,0.379472,0.00296,1192.883552,Fall
7357,Electricity,BL973,27,9/10/2020,759.48,4080,4080,4.08,816,3.807864,0.246432,1.792344,0.01428,0.261528,0.00204,822.122448,Fall
7358,Electricity,BL687,33,9/15/2020,595,3040,3040,3.04,608,2.837232,0.183616,1.335472,0.01064,0.194864,0.00152,612.561824,Fall
